Page ID,Party,Page Name,Disclaimer,Amount Spent (EUR),Number of Ads in Library,valid_adds
199340240080632,PvdA,PvdA Europa,PvdA,100,1,no
516828615098303,PvdA,PvdA Amstelveen,PvdA Amstelveen,100,2,no
1561655447470490,PvdA,PvdA Beverwijk-Wijk aan Zee,These ads ran without a disclaimer,100,1,yes
330384780486845,PvdA,PvdA Provincie Groningen,These ads ran without a disclaimer,100,3,yes
476345199077535,PvdA,PvdA Geldrop-Mierlo,These ads ran without a disclaimer,100,2,yes
320593364806627,PvdA,Pvda Krimpen,These ads ran without a disclaimer,100,5,yes
732205243634926,PvdA,PvdA Heiloo,These ads ran without a disclaimer,100,2,yes
220138834728873,PvdA,PvdA Kerkrade,These ads ran without a disclaimer,100,3,yes
1393972554182063,PvdA,PvdA Winterswijk,PvdA Winterswijk,100,3,no
206998282815876,PvdA,PvdA Midden-Delfland,Meijdam Bestiaan Johan,100,4,no
583900934989488,PvdA,PvdA-Harderwijk,These ads ran without a disclaimer,100,4,yes
1715340175444649,PvdA,PvdA Stichtse Vecht,PvdA Stichtse Vecht,100,5,no
451407014874001,PvdA,PvdA Utrecht,These ads ran without a disclaimer,100,1,yes
522603781144544,PvdA,PvdA Almere,Brigitte Hielkema-koeslag,100,2,no
190869220945975,PvdA,PvdA Den Haag,These ads ran without a disclaimer,100,2,yes
654552347982213,PvdA,PvdA/GroenLinks De Ronde Venen,These ads ran without a disclaimer,100,1,yes
418227798205443,PvdA,PvdA-Hoorn,These ads ran without a disclaimer,100,3,yes
140205082843346,PvdA,Pvda Rijswijk,These ads ran without a disclaimer,100,4,yes
187885148045634,PvdA,Pvda Hof van Twente,Koster Joris L,100,3,no
1663807260315461,PvdA,PvdA Het Hogeland,These ads ran without a disclaimer,100,3,yes
533612593362231,PvdA,PvdA Tytsjerksteradiel,These ads ran without a disclaimer,100,2,yes
1510532972292654,PvdA,Partij van de Arbeid PvdA Midden-Groningen,PvdA afdeling Midden-Groningen,100,2,no
630864096938801,PvdA,PvdA Smallingerland,Anton Pieters,100,2,no
208032132579030,PvdA,PvdA Groningen,These ads ran without a disclaimer,100,6,yes
998027266909008,PvdA,Pvda Bronckhorst,These ads ran without a disclaimer,100,4,yes
437846019616612,PvdA,PvdA Ede,These ads ran without a disclaimer,100,2,yes
190869220945975,PvdA,PvdA Den Haag,Bas Beekman,100,2,no
395020097267467,PvdA,Pvda Amsterdam Oost,Alba León,100,5,no
115241245317898,PvdA,PvdA Roosendaal,PvdA Roosendaal,100,1,no
616490005068036,PvdA,PvdA Medemblik,These ads ran without a disclaimer,100,1,yes
1995851374019790,PvdA,PvdA Sluis,These ads ran without a disclaimer,100,3,yes
1995851374019790,PvdA,PvdA Sluis,Joyce Kramer,100,2,no
1422889834673368,PvdA,PvdA Valkenswaard,These ads ran without a disclaimer,100,1,yes
630864096938801,PvdA,PvdA Smallingerland,These ads ran without a disclaimer,100,2,yes
103025673101606,PvdA,PvdA-Drenthe,These ads ran without a disclaimer,100,2,yes
234858363335659,PvdA,PvdA Haren,These ads ran without a disclaimer,100,3,yes
316719818346344,PvdA,PvdA Borger-Odoorn,These ads ran without a disclaimer,100,1,yes
863916193670914,PvdA,PvdA Woerden,These ads ran without a disclaimer,100,1,yes
140205082843346,PvdA,Pvda Rijswijk,Rijswijkse PvdA,100,2,no
230610190325538,PvdA,PvdA Hollands Kroon,These ads ran without a disclaimer,100,1,yes
190173454467936,PvdA,PvdA Haarlemmermeer,These ads ran without a disclaimer,100,1,yes
1381731098742805,PvdA,PvdA-GroenLinks Boxtel,These ads ran without a disclaimer,100,1,yes
208105776983,PvdA,PvdA Heerlen,PvdA Heerlen,100,1,no
186407568165708,PvdA,Pvda Beesel-Reuver,These ads ran without a disclaimer,100,4,yes
668085866536115,PvdA,Pvda Rheden en Rozendaal,These ads ran without a disclaimer,100,1,yes
423624667726498,PvdA,PvdA Nissewaard,Wouter Struijk,100,1,no
320593364806627,PvdA,Pvda Krimpen,PvdA Krimpen,100,1,no
423624667726498,PvdA,PvdA Nissewaard,These ads ran without a disclaimer,100,2,yes
230026360513786,PvdA,Pvda Waterland,These ads ran without a disclaimer,100,2,yes
516828615098303,PvdA,PvdA Amstelveen,These ads ran without a disclaimer,100,1,yes
540144089412228,PvdA,PvdA Zwijndrecht.,These ads ran without a disclaimer,100,1,yes
667585943263634,PvdA,Pvda Alkmaar,These ads ran without a disclaimer,100,2,yes
1218520171552619,PvdA,PvdA Noordoostpolder,These ads ran without a disclaimer,100,1,yes
564725660245239,PvdA,PvdA Maassluis,These ads ran without a disclaimer,100,1,yes
613711391989275,PvdA,Pvda Montferland,These ads ran without a disclaimer,100,1,yes
306810719374111,PvdA,PvdA Reusel De Mierden,These ads ran without a disclaimer,100,1,yes
366349027034383,PvdA,PvdA Heumen,These ads ran without a disclaimer,100,1,yes
199340240080632,PvdA,PvdA Europa,These ads ran without a disclaimer,100,1,yes
508079819307153,PvdA,PvdA Almelo,These ads ran without a disclaimer,100,1,yes
123604241074923,PvdA,PvdA Brabant,These ads ran without a disclaimer,100,1,yes
187885148045634,PvdA,Pvda Hof van Twente,These ads ran without a disclaimer,100,1,yes
1393972554182063,PvdA,PvdA Winterswijk,These ads ran without a disclaimer,100,1,yes
1551637291831665,PvdA,PvdA Waalwijk,These ads ran without a disclaimer,100,1,yes
115241245317898,PvdA,PvdA Roosendaal,These ads ran without a disclaimer,100,1,yes
416002915117744,PvdA,PvdA Teylingen,These ads ran without a disclaimer,100,1,yes
476388839115117,PvdA,Partij van de Arbeid Zaanstad,PvdA Zaanstreek,100,6,no
472296739547854,PvdA,Partij van de Arbeid - Ommen,René van der Linde,100,12,no
476388839115117,PvdA,Partij van de Arbeid Zaanstad,These ads ran without a disclaimer,100,4,yes
250194101810997,PvdA,Partij van de Arbeid Gouda,PvdA Gouda,100,1,no
547661161996857,PvdA,Partij van de Arbeid Woensdrecht,These ads ran without a disclaimer,100,1,yes
1522391087848593,PvdD,Partij voor de Dieren - werkgroep Lochem,Partij voor de Dieren Geldeland,100,2,no
174753755981452,PvdD,Partij voor de Dieren Gelderland,Partij voor de Dieren Gelderland,100,3,no
153434794680208,PvdD,Partij voor de Dieren Noord-Brabant,These ads ran without a disclaimer,100,3,yes
850253651682648,PvdD,Partij voor de Dieren Flevoland,These ads ran without a disclaimer,100,1,yes
129568950441577,PvdD,Partij voor de Dieren Zeeland,Partij voor de Dieren Zeeland,100,1,no
290134957713451,PvdD,Partij voor de Dieren Noord-Holland,Kostic Ines,100,2,no
217567158255542,PvdD,Partij voor de Dieren Limburg,These ads ran without a disclaimer,100,3,yes
217567158255542,PvdD,Partij voor de Dieren Limburg,Partij voor de Dieren Limburg,100,3,no
1746352698711497,PvdD,Partij voor de Dieren Almere,Luijendijk Jesse,100,1,no
850253651682648,PvdD,Partij voor de Dieren Flevoland,Luijendijk Jesse,100,1,no
311026109316385,PvdD,Partij voor de Dieren werkgroep Culemborg,Partij voor de Dieren Gelderland,100,1,no
976825745813543,PvdD,Partij voor de Dieren Gemeente Groningen,Stichting Ondersteuning Groningse Gemeenteraadsfractie PvdD,100,2,no
522244664875827,PvdD,Partij voor de Dieren Dronten,Corelis Kielen,100,3,no
444772086026343,PvdD,Partij voor de Dieren Lelystad,Corelis Kielen,100,1,no
128863843840889,PvdD,Partij voor de Dieren Utrecht,These ads ran without a disclaimer,100,1,yes
1746352698711497,PvdD,Partij voor de Dieren Almere,These ads ran without a disclaimer,100,1,yes
294901587336825,PVV,PVV Fryslan,These ads ran without a disclaimer,100,2,yes
1967914100151475,PVV,PVV Stichtse Vecht,These ads ran without a disclaimer,100,2,yes
156993281594555,PVV,PVV Lelystad,These ads ran without a disclaimer,100,1,yes
449928585192308,PVV,PVV Gelderland,These ads ran without a disclaimer,100,1,yes
330953914086255,PVV,PVV Terneuzen,These ads ran without a disclaimer,100,1,yes
699772150456009,PVV,PVV Nissewaard,These ads ran without a disclaimer,100,1,yes
1263240523724892,PVV,PVV Sittard-Geleen,These ads ran without a disclaimer,100,1,yes
957516271079756,PVV,PVV Dordrecht,These ads ran without a disclaimer,100,1,yes
385625301862587,PVV,PVV Utrecht,These ads ran without a disclaimer,100,1,yes
185988911871870,PVV,PVV Hengelo,These ads ran without a disclaimer,100,1,yes
115600180276143,Lijst30,Lijst30,Lijst 30,100,4,no
115600180276143,Lijst30,Lijst30,These ads ran without a disclaimer,100,2,yes
555679867783372,SP,SP Bernheze,Jan Van Den Broek,100,52,no
571432623341874,SP,SP Purmerend,Meeder Pim,100,7,no
571432623341874,SP,SP Purmerend,These ads ran without a disclaimer,100,2,yes
289522761094912,SP,SP Breda,SP Breda,100,5,no
358346067510653,SP,SP Gouda,Boris Stil,100,7,no
125382950819455,SP,SP Groningen,These ads ran without a disclaimer,100,2,yes
252299414886741,SP,SP Deventer,C.J. Sterkenburg,100,5,no
136653320218,SP,SP Rotterdam,Tijs Hardam,100,4,no
490557484330937,SP,SP Vlaardingen,Hoekstra Arnout John,100,3,no
305271288472,SP,SP Den Haag,Hoefsloot Rick,100,2,no
1441662002729821,SP,SP Haarlem,These ads ran without a disclaimer,100,3,yes
600613763337572,SP,SP Lelystad,These ads ran without a disclaimer,100,1,yes
289522761094912,SP,SP Breda,These ads ran without a disclaimer,100,2,yes
1207987872568660,SP,SP Zutphen/Warnsveld,These ads ran without a disclaimer,100,2,yes
118479041566849,SP,SP Schagen,Ronald G Komen,100,2,no
644446145669723,SP,SP Enschede,These ads ran without a disclaimer,100,1,yes
339241753098101,SP,SP Veenendaal,These ads ran without a disclaimer,100,5,yes
305271288472,SP,SP Den Haag,These ads ran without a disclaimer,100,1,yes
1385539908345370,SP,SP Capelle aan den IJssel,These ads ran without a disclaimer,100,1,yes
699014280188216,SP,SP Noord-Holland,These ads ran without a disclaimer,100,2,yes
166722416859309,SP,SP Winterswijk,These ads ran without a disclaimer,100,1,yes
497053027078764,SP,SP Goirle,These ads ran without a disclaimer,100,1,yes
454775281239898,SP,SP Doesburg,Michael Bouwman,100,1,no
190998791633352,SP,SP Landgraaf,These ads ran without a disclaimer,100,1,yes
555679867783372,SP,SP Bernheze,These ads ran without a disclaimer,100,1,yes
323433701105781,SP,SP afdeling Emmen,These ads ran without a disclaimer,100,1,yes
219315465900,SP,"ROOD, jong in de SP","ROOD, Jongeren in de SP",100,4,no
341171816001580,SP,Sp.a Hasselt,These ads ran without a disclaimer,100,1,yes
1519997944789254,FvD,FVD Amsterdam,FVD Amsterdam,100,3,no
940134542788638,FvD,FVD Drenthe,Catharina Elisabeth Niessink,100,9,no
306407210253856,FvD,FVD Noord-Brabant,These ads ran without a disclaimer,100,1,yes
309140246675079,FvD,Forum voor Democratie Noord-Holland -FVD,These ads ran without a disclaimer,100,3,yes
1631684917126244,FvD,Forum voor Democratie Zeeland,These ads ran without a disclaimer,100,1,yes
151766691678928,SGP,SGP Goeree-Overflakkee,Peter Grinwis,100,4,no
671037142966257,SGP,SGP Nunspeet,SGP Nunspeet,100,2,no
344383675689926,SGP,SGP Jongeren Staphorst,SGP Jongeren Staphorst,100,9,no
251558268238889,SGP,SGP Jongeren Vallei & Rijn,These ads ran without a disclaimer,100,1,yes
208182482974377,SGP,SGP-jongeren CK,Ernst Pols,100,1,no
916076498549478,SGP,SGP-jongeren Merwestreek,These ads ran without a disclaimer,100,1,yes
261891187284177,SGP,SGP Krimpen aan den IJssel,Adriaan Van Beek,100,4,no
151766691678928,SGP,SGP Goeree-Overflakkee,These ads ran without a disclaimer,100,1,yes
510879102598586,SGP,SGP Utrechtse Heuvelrug,These ads ran without a disclaimer,100,1,yes
784559828291177,SGP,SGP Zeeland,These ads ran without a disclaimer,100,3,yes
673294653100165,SGP,SGP Utrechtse Heuvelrug,SGP Utrechtse Heuvelrug,100,2,no
176838042520007,SGP,SGP-Houten,SGP-Houten,100,1,no
385564664900332,SGP,Sgp Kampen,Klaas Van Den Bosch,100,1,no
319519798445256,SGP,SGP Staphorst,These ads ran without a disclaimer,100,1,yes
1502902726692279,SGP,Lelystad SGP,These ads ran without a disclaimer,100,1,yes
182568432352387,SGP,SGPJ Ambacht-Zwijndrecht,These ads ran without a disclaimer,100,1,yes
349588205180009,SGP,SGP Vlissingen,These ads ran without a disclaimer,100,1,yes
1475272182780528,SGP,SGP Urk,Middelkoop Pieter N,100,1,no
673294653100165,SGP,SGP Utrechtse Heuvelrug,These ads ran without a disclaimer,100,1,yes
389914581122059,D66,D66 Zoetermeer,D66 Zoetermeer,100,3,no
186370224739032,D66,D66 Almere,These ads ran without a disclaimer,100,2,yes
617251821650596,D66,D66 Harderwijk/Hierden,D66,100,4,no
259119013936,D66,D66 Tilburg,D66 Tilburg,100,7,no
1963443847203345,D66,D66 Medemblik,D66 Medemblik,100,9,no
669907336364750,D66,D66 Steenwijkerland,These ads ran without a disclaimer,100,4,yes
1129208503774916,D66,D66 Soest-Soesterberg,D66,100,2,no
146790238829202,D66,D66 Zeeland,D66,100,3,no
1750415495212074,D66,D66 Goes,D66,100,3,no
551956148205847,D66,D66 Druten,D66,100,1,no
608154812530161,D66,D66Zwolle,Dagmar Hoekstra,100,4,no
235383826599727,D66,D66 Utrechtse Heuvelrug,D66,100,3,no
117481438306203,D66,D66 Woerden,D66 Woerden,100,3,no
131158970298702,D66,D66 's-Hertogenbosch,These ads ran without a disclaimer,100,5,yes
186370224739032,D66,D66 Almere,D66,100,2,no
120025204794757,D66,D66 Land van Cuijk,D66,100,1,no
466120763493964,D66,D66 Bloemendaal,Sacha Kuijs,100,3,no
359300587500364,D66,D66 Bommelerwaard,These ads ran without a disclaimer,100,3,yes
389914581122059,D66,D66 Zoetermeer,These ads ran without a disclaimer,100,2,yes
201821126683232,D66,D66 Waalre,D66 Waalre,100,3,no
407794169274529,D66,D66 Breda,D66,100,1,no
265393510326093,D66,D66 Weststellingwerf,D66,100,1,no
483088901801643,D66,D66 Gennep,These ads ran without a disclaimer,100,4,yes
260889263954978,D66,D66 Ede,These ads ran without a disclaimer,100,1,yes
305998839508251,D66,D66 Vught-Helvoirt-Cromvoirt,These ads ran without a disclaimer,100,6,yes
458832407560387,D66,D66 Dijk en Waard,These ads ran without a disclaimer,100,4,yes
260889263954978,D66,D66 Ede,D66,100,1,no
179124345460762,D66,D66 IJsselstein,D66 IJsselstein,100,2,no
209004852638957,D66,D66Voerendaal,D66,100,1,no
1729913110668532,D66,D66 Noord-Beveland,These ads ran without a disclaimer,100,2,yes
323187547697177,D66,D66 Losser,D66 Losser,100,1,no
1377280262539840,D66,D66 Lingewaard,D66,100,1,no
340028816030467,D66,D66 Overbetuwe,D66,100,1,no
1129208503774916,D66,D66 Soest-Soesterberg,These ads ran without a disclaimer,100,1,yes
160222337386850,D66,D66 Haarlemmermeer,These ads ran without a disclaimer,100,1,yes
359300587500364,D66,D66 Bommelerwaard,Tom Van Engelen,100,2,no
201821126683232,D66,D66 Waalre,These ads ran without a disclaimer,100,1,yes
225922380838567,D66,D66 Groningen,These ads ran without a disclaimer,100,2,yes
323187547697177,D66,D66 Losser,These ads ran without a disclaimer,100,1,yes
167333296705784,D66,D66Velsen,These ads ran without a disclaimer,100,1,yes
669422673069579,D66,D66 Diemen,These ads ran without a disclaimer,100,1,yes
197240740326073,D66,D66 Rotterdam,D66 Rotterdam,100,3,no
1248801595203744,D66,D66 Aalten-Dinxperlo,These ads ran without a disclaimer,100,1,yes
201175180237864,D66,D66 Nederweert,These ads ran without a disclaimer,100,1,yes
276183766599577,D66,D66 Midden-Brabant,These ads ran without a disclaimer,100,1,yes
113751728691400,D66,D66 Weesp,These ads ran without a disclaimer,100,1,yes
466120763493964,D66,D66 Bloemendaal,These ads ran without a disclaimer,100,2,yes
228095397350613,D66,D66 Leudal,D66 Leudal,100,2,no
1377280262539840,D66,D66 Lingewaard,These ads ran without a disclaimer,100,1,yes
1970145503263766,D66,D66 Beekdaelen,These ads ran without a disclaimer,100,1,yes
551955401505079,D66,D66 Middelburg,These ads ran without a disclaimer,100,1,yes
77106680798,D66,D66 Amersfoort,These ads ran without a disclaimer,100,1,yes
1287551678030330,D66,D66 Zundert,These ads ran without a disclaimer,100,1,yes
201175180237864,D66,D66 Nederweert,D66 Nederweert,100,2,no
155758593317,D66,D66 Den Haag,These ads ran without a disclaimer,100,1,yes
209381922872,D66,D66 Uitgeest,These ads ran without a disclaimer,100,1,yes
628289240576959,D66,D66 Boxtel,These ads ran without a disclaimer,100,1,yes
509188269199628,D66,D66 Heerlen,These ads ran without a disclaimer,100,1,yes
795630170492563,D66,D66 Son en Breugel,These ads ran without a disclaimer,100,1,yes
208483356011488,D66,D66 Heusden,These ads ran without a disclaimer,100,1,yes
109419847588993,VOLT NL,Volt Zeeland,Rob Van Olmen,100,4,no
2254339927992005,VOLT NL,voltnederland,These ads ran without a disclaimer,100,1,yes
448705809216110,VOLT NL,Volt Utrecht,These ads ran without a disclaimer,100,2,yes
110753764083012,VOLT NL,Volt Deventer,Volt Nederland,100,3,no
108120604060106,DENK,DENK Den Haag,These ads ran without a disclaimer,100,3,yes
628535584020989,DENK,DENK Eindhoven,These ads ran without a disclaimer,100,3,yes
1120197621364564,Henk Krol,Henk Krol,These ads ran without a disclaimer,100,2,yes
101124991879374,Splinter,Splinter,These ads ran without a disclaimer,100,1,yes
478982942635390,50PLUSpartij,50PLUSFlevoland,Marc Rooij,100,4,no
218046225000851,50PLUSpartij,50PLUS Gelderland,These ads ran without a disclaimer,100,2,yes
808087532599076,50PLUSpartij,50plus Noord Brabant,These ads ran without a disclaimer,100,2,yes
347623668624706,50PLUSpartij,50PLUSpartij,Bernadet Naber,100,4,no
279532979155439,50PLUSpartij,50plus Breda,These ads ran without a disclaimer,100,1,yes
1069373879746516,50PLUSpartij,50plus Tilburg,These ads ran without a disclaimer,100,2,yes
350083421777747,ChristenUnie,ChristenUnie Hoorn,Bram Buskoop,100,9,no
152432188110990,ChristenUnie,Wetenschappelijk Instituut ChristenUnie,These ads ran without a disclaimer,100,4,yes
1962270687342032,ChristenUnie,ChristenUnie-SGP Haarlemmermeer,These ads ran without a disclaimer,100,7,yes
331768960226513,ChristenUnie,ChristenUnie Utrecht,ChristenUnie Utrecht,100,10,no
384737181678824,ChristenUnie,ChristenUnie Ommen,Bert Klarenbeek,100,1,no
282108071911694,ChristenUnie,ChristenUnie Amsterdam,These ads ran without a disclaimer,100,3,yes
786969904752487,ChristenUnie,ChristenUnie Gooise Meren,ChristenUnie Gooise Meren,100,3,no
562357297179689,ChristenUnie,ChristenUnie Apeldoorn,ChristenUnie Apeldoorn,100,3,no
205242676331332,ChristenUnie,ChristenUnie  West Betuwe,These ads ran without a disclaimer,100,4,yes
1407071029524552,ChristenUnie,Christenunie Hardenberg,These ads ran without a disclaimer,100,1,yes
403943403087425,ChristenUnie,ChristenUnie Flevoland,These ads ran without a disclaimer,100,2,yes
243148232487383,ChristenUnie,ChristenUnie SGP Rotterdam,ChristenUnie-SGP Rotterdam,100,1,no
209648345740233,ChristenUnie,"PerspectieF, ChristenUnie-jongeren",These ads ran without a disclaimer,100,1,yes
242128959237930,ChristenUnie,ChristenUnie Ede,Daan Weststrate,100,2,no
157671251089913,ChristenUnie,ChristenUnie Zeeland,ChristenUnie Zeeland,100,3,no
1386401111662274,ChristenUnie,ChristenUnie provincie Groningen,ChristenUnie Provincie Groningen,100,2,no
415275778602417,ChristenUnie,ChristenUnie Elburg,Johannes Dickhof,100,5,no
349817395064360,ChristenUnie,ChristenUnie Ridderkerk,These ads ran without a disclaimer,100,1,yes
403943403087425,ChristenUnie,ChristenUnie Flevoland,Harold Hofstra,100,1,no
397594493709630,ChristenUnie,ChristenUnie Velsen,ChristenUnie Velsen,100,2,no
191350871367589,ChristenUnie,ChristenUnie Nieuwegein,These ads ran without a disclaimer,100,1,yes
191350871367589,ChristenUnie,ChristenUnie Nieuwegein,ChristenUnie Nieuwegein,100,1,no
1938971373084052,ChristenUnie,ChristenUnie Molenlanden,These ads ran without a disclaimer,100,1,yes
1420541648174558,ChristenUnie,Christenunie IJsselstein,ChristenUnie IJsselstein,100,2,no
169693763207431,ChristenUnie,ChristenUnie Rijssen-Holten,These ads ran without a disclaimer,100,2,yes
1994692877432938,ChristenUnie,ChristenUnie Amstelveen,These ads ran without a disclaimer,100,1,yes
371518953020043,ChristenUnie,ChristenUnie Lansingerland,These ads ran without a disclaimer,100,1,yes
388745857906285,ChristenUnie,ChristenUnie Barneveld,These ads ran without a disclaimer,100,1,yes
1000182456818319,ChristenUnie,ChristenUnie Hoeksche Waard,These ads ran without a disclaimer,100,1,yes
394558224722257,ChristenUnie,ChristenUnie Eemsdelta,These ads ran without a disclaimer,100,1,yes
384737181678824,ChristenUnie,ChristenUnie Ommen,These ads ran without a disclaimer,100,2,yes
553853824711422,ChristenUnie,Christenunie Harlingen,These ads ran without a disclaimer,100,1,yes
2282333235129671,Code Oranje,Code Oranje,Lorraine Groeneveld,100,1,no
125663380814227,Libertaire Partij - LP,Libertaire Partij - LP,Valentine Robert W,100,4,no
125663380814227,Libertaire Partij - LP,Libertaire Partij - LP,These ads ran without a disclaimer,100,4,yes
111834750560059,NLBeter,NLBeter,These ads ran without a disclaimer,100,2,yes
101854911791937,Wij zijn NL,Wij zijn NL,These ads ran without a disclaimer,100,1,yes
